"Time","Current power/SENSOR"
2023-04-09 09:00:50,0.00 A
2023-04-09 09:01:00,0.00 A
2023-04-09 09:01:10,0.00 A
2023-04-09 09:01:20,0.00 A
2023-04-09 09:01:30,0.00 A
2023-04-09 09:01:40,0.00 A
2023-04-09 09:01:50,0.00 A
2023-04-09 09:02:00,0.00 A
2023-04-09 09:02:10,0.00 A
2023-04-09 09:02:20,0.00 A
2023-04-09 09:02:30,0.00 A
2023-04-09 09:02:40,0.00 A
2023-04-09 09:02:50,0.00 A
2023-04-09 09:03:00,18.00 mA
2023-04-09 09:03:10,73.00 mA
2023-04-09 09:03:20,74.00 mA
2023-04-09 09:03:30,74.00 mA
2023-04-09 09:03:40,74.00 mA
2023-04-09 09:03:50,74.00 mA
2023-04-09 09:04:00,74.00 mA
2023-04-09 09:04:10,74.00 mA
2023-04-09 09:04:20,74.00 mA
2023-04-09 09:04:30,74.00 mA
2023-04-09 09:04:40,74.00 mA
2023-04-09 09:04:50,74.00 mA
2023-04-09 09:05:00,74.00 mA
2023-04-09 09:05:10,74.00 mA
2023-04-09 09:05:20,74.00 mA
2023-04-09 09:05:30,74.00 mA
2023-04-09 09:05:40,73.00 mA
2023-04-09 09:05:50,73.00 mA
2023-04-09 09:06:00,74.00 mA
2023-04-09 09:06:10,73.00 mA
2023-04-09 09:06:20,74.00 mA
2023-04-09 09:06:30,74.00 mA
2023-04-09 09:06:40,74.00 mA
2023-04-09 09:06:50,74.00 mA
2023-04-09 09:07:00,75.00 mA
2023-04-09 09:07:10,75.00 mA
2023-04-09 09:07:20,83.00 mA
2023-04-09 09:07:30,83.00 mA
2023-04-09 09:07:40,76.00 mA
2023-04-09 09:07:50,76.00 mA
2023-04-09 09:08:00,76.00 mA
2023-04-09 09:08:10,77.00 mA
2023-04-09 09:08:20,77.00 mA
2023-04-09 09:08:30,78.00 mA
2023-04-09 09:08:40,78.00 mA
2023-04-09 09:08:50,77.00 mA
2023-04-09 09:09:00,76.00 mA
2023-04-09 09:09:10,77.00 mA
2023-04-09 09:09:20,78.00 mA
2023-04-09 09:09:30,77.00 mA
2023-04-09 09:09:40,77.00 mA
2023-04-09 09:09:50,77.00 mA
2023-04-09 09:10:00,76.00 mA
2023-04-09 09:10:10,76.00 mA
2023-04-09 09:10:20,77.00 mA
2023-04-09 09:10:30,76.00 mA
2023-04-09 09:10:40,77.00 mA
2023-04-09 09:10:50,78.00 mA
2023-04-09 09:11:00,77.00 mA
2023-04-09 09:11:10,78.00 mA
2023-04-09 09:11:20,77.00 mA
2023-04-09 09:11:30,79.00 mA
2023-04-09 09:11:40,79.00 mA
2023-04-09 09:11:50,78.00 mA
2023-04-09 09:12:00,79.00 mA
2023-04-09 09:12:10,78.00 mA
2023-04-09 09:12:20,81.00 mA
2023-04-09 09:12:30,81.00 mA
2023-04-09 09:12:40,80.00 mA
2023-04-09 09:12:50,80.00 mA
2023-04-09 09:13:00,81.00 mA
2023-04-09 09:13:10,81.00 mA
2023-04-09 09:13:20,83.00 mA
2023-04-09 09:13:30,83.00 mA
2023-04-09 09:13:40,83.00 mA
2023-04-09 09:13:50,83.00 mA
2023-04-09 09:14:00,83.00 mA
2023-04-09 09:14:10,81.00 mA
2023-04-09 09:14:20,82.00 mA
2023-04-09 09:14:30,82.00 mA
2023-04-09 09:14:40,81.00 mA
2023-04-09 09:14:50,82.00 mA
2023-04-09 09:15:00,82.00 mA
2023-04-09 09:15:10,82.00 mA
2023-04-09 09:15:20,81.00 mA
2023-04-09 09:15:30,81.00 mA
2023-04-09 09:15:40,82.00 mA
2023-04-09 09:15:50,81.00 mA
2023-04-09 09:16:00,79.00 mA
2023-04-09 09:16:10,79.00 mA
2023-04-09 09:16:20,79.00 mA
2023-04-09 09:16:30,79.00 mA
2023-04-09 09:16:40,79.00 mA
2023-04-09 09:16:50,79.00 mA
2023-04-09 09:17:00,79.00 mA
2023-04-09 09:17:10,79.00 mA
2023-04-09 09:17:20,79.00 mA
2023-04-09 09:17:30,78.00 mA
2023-04-09 09:17:40,78.00 mA
2023-04-09 09:17:50,78.00 mA
2023-04-09 09:18:00,76.00 mA
2023-04-09 09:18:10,78.00 mA
2023-04-09 09:18:20,77.00 mA
2023-04-09 09:18:30,78.00 mA
2023-04-09 09:18:40,79.00 mA
2023-04-09 09:18:50,78.00 mA
2023-04-09 09:19:00,76.00 mA
2023-04-09 09:19:10,76.00 mA
2023-04-09 09:19:20,76.50 mA
2023-04-09 09:19:30,76.00 mA
2023-04-09 09:19:40,76.00 mA
2023-04-09 09:19:50,75.50 mA
2023-04-09 09:20:00,77.00 mA
2023-04-09 09:20:10,76.00 mA
2023-04-09 09:20:20,79.00 mA
2023-04-09 09:20:30,76.00 mA
2023-04-09 09:20:40,76.50 mA
2023-04-09 09:20:50,78.50 mA
2023-04-09 09:21:00,80.00 mA
2023-04-09 09:21:10,78.00 mA
2023-04-09 09:21:20,80.00 mA
2023-04-09 09:21:30,79.00 mA
2023-04-09 09:21:40,80.00 mA
2023-04-09 09:21:50,79.00 mA
2023-04-09 09:22:00,79.00 mA
2023-04-09 09:22:10,79.00 mA
2023-04-09 09:22:20,78.00 mA
2023-04-09 09:22:30,78.00 mA
2023-04-09 09:22:40,77.00 mA
2023-04-09 09:22:50,78.00 mA
2023-04-09 09:23:00,78.00 mA
2023-04-09 09:23:10,78.00 mA
2023-04-09 09:23:20,77.00 mA
2023-04-09 09:23:30,78.00 mA
2023-04-09 09:23:40,77.00 mA
2023-04-09 09:23:50,77.00 mA
2023-04-09 09:24:00,76.00 mA
2023-04-09 09:24:10,76.00 mA
2023-04-09 09:24:20,77.00 mA
2023-04-09 09:24:30,75.00 mA
2023-04-09 09:24:40,75.00 mA
2023-04-09 09:24:50,75.00 mA
2023-04-09 09:25:00,75.00 mA
2023-04-09 09:25:10,75.00 mA
2023-04-09 09:25:20,75.00 mA
2023-04-09 09:25:30,73.00 mA
2023-04-09 09:25:40,73.00 mA
2023-04-09 09:25:50,74.00 mA
2023-04-09 09:26:00,73.00 mA
2023-04-09 09:26:10,73.00 mA
2023-04-09 09:26:20,74.00 mA
2023-04-09 09:26:30,75.00 mA
2023-04-09 09:26:40,74.00 mA
2023-04-09 09:26:50,74.00 mA
2023-04-09 09:27:00,74.00 mA
2023-04-09 09:27:10,75.00 mA
2023-04-09 09:27:20,75.00 mA
2023-04-09 09:27:30,74.00 mA
2023-04-09 09:27:40,76.00 mA
2023-04-09 09:27:50,74.00 mA
2023-04-09 09:28:00,74.00 mA
2023-04-09 09:28:10,80.00 mA
2023-04-09 09:28:20,81.00 mA
2023-04-09 09:28:30,78.00 mA
2023-04-09 09:28:40,75.00 mA
2023-04-09 09:28:50,75.00 mA
2023-04-09 09:29:00,74.00 mA
2023-04-09 09:29:10,75.00 mA
2023-04-09 09:29:20,75.00 mA
2023-04-09 09:29:30,75.00 mA
2023-04-09 09:29:40,77.00 mA
2023-04-09 09:29:50,76.00 mA
2023-04-09 09:30:00,77.00 mA
2023-04-09 09:30:10,77.00 mA
2023-04-09 09:30:20,82.00 mA
2023-04-09 09:30:30,81.00 mA
2023-04-09 09:30:40,77.00 mA
2023-04-09 09:30:50,77.00 mA
2023-04-09 09:31:00,77.00 mA
2023-04-09 09:31:10,78.00 mA
2023-04-09 09:31:20,78.00 mA
2023-04-09 09:31:30,78.00 mA
2023-04-09 09:31:40,78.00 mA
2023-04-09 09:31:50,78.00 mA
2023-04-09 09:32:00,77.00 mA
2023-04-09 09:32:10,77.00 mA
2023-04-09 09:32:20,77.00 mA
2023-04-09 09:32:30,75.00 mA
2023-04-09 09:32:40,75.00 mA
2023-04-09 09:32:50,75.00 mA
2023-04-09 09:33:00,74.00 mA
2023-04-09 09:33:10,75.00 mA
2023-04-09 09:33:20,74.00 mA
2023-04-09 09:33:30,74.00 mA
2023-04-09 09:33:40,74.00 mA
2023-04-09 09:33:50,74.00 mA
2023-04-09 09:34:00,74.00 mA
2023-04-09 09:34:10,73.00 mA
2023-04-09 09:34:20,74.00 mA
2023-04-09 09:34:30,73.00 mA
2023-04-09 09:34:40,73.00 mA
2023-04-09 09:34:50,73.00 mA
2023-04-09 09:35:00,73.00 mA
2023-04-09 09:35:10,73.00 mA
2023-04-09 09:35:20,73.00 mA
2023-04-09 09:35:30,73.00 mA
2023-04-09 09:35:40,73.00 mA
2023-04-09 09:35:50,73.00 mA
2023-04-09 09:36:00,71.00 mA
2023-04-09 09:36:10,71.00 mA
2023-04-09 09:36:20,71.00 mA
2023-04-09 09:36:30,71.00 mA
2023-04-09 09:36:40,72.00 mA
2023-04-09 09:36:50,72.00 mA
2023-04-09 09:37:00,74.00 mA
2023-04-09 09:37:10,73.00 mA
2023-04-09 09:37:20,73.00 mA
2023-04-09 09:37:30,73.00 mA
2023-04-09 09:37:40,73.00 mA
2023-04-09 09:37:50,73.00 mA
2023-04-09 09:38:00,74.00 mA
2023-04-09 09:38:10,71.00 mA
2023-04-09 09:38:20,75.00 mA
2023-04-09 09:38:30,72.00 mA
2023-04-09 09:38:40,72.00 mA
2023-04-09 09:38:50,73.00 mA
2023-04-09 09:39:00,72.00 mA
2023-04-09 09:39:10,73.00 mA
2023-04-09 09:39:20,73.00 mA
2023-04-09 09:39:30,73.00 mA
2023-04-09 09:39:40,73.00 mA
2023-04-09 09:39:50,73.00 mA
2023-04-09 09:40:00,73.00 mA
2023-04-09 09:40:10,73.00 mA
2023-04-09 09:40:20,73.00 mA
2023-04-09 09:40:30,71.00 mA
2023-04-09 09:40:40,71.00 mA
2023-04-09 09:40:50,71.00 mA
2023-04-09 09:41:00,72.00 mA
2023-04-09 09:41:10,72.00 mA
2023-04-09 09:41:20,73.00 mA
2023-04-09 09:41:30,72.00 mA
2023-04-09 09:41:40,73.00 mA
2023-04-09 09:41:50,72.00 mA
2023-04-09 09:42:00,72.00 mA
2023-04-09 09:42:10,72.00 mA
2023-04-09 09:42:20,72.00 mA
2023-04-09 09:56:40,75.00 mA
2023-04-09 09:57:00,74.00 mA
2023-04-09 09:57:10,74.00 mA
2023-04-09 09:57:20,74.00 mA
2023-04-09 09:57:30,74.00 mA
2023-04-09 09:57:40,77.00 mA
2023-04-09 09:57:50,74.00 mA
2023-04-09 09:58:00,74.00 mA
2023-04-09 09:58:10,79.00 mA
2023-04-09 09:58:20,78.00 mA
2023-04-09 09:58:30,76.00 mA
2023-04-09 09:58:40,74.00 mA
2023-04-09 09:58:50,75.00 mA
2023-04-09 09:59:00,75.00 mA
2023-04-09 09:59:10,74.00 mA
2023-04-09 09:59:20,74.00 mA
2023-04-09 09:59:30,73.00 mA
2023-04-09 09:59:40,72.00 mA
2023-04-09 09:59:50,71.00 mA
2023-04-09 10:00:00,72.00 mA
2023-04-09 10:00:10,71.00 mA
2023-04-09 10:00:20,72.00 mA
2023-04-09 10:00:30,72.00 mA
2023-04-09 10:00:40,72.00 mA
2023-04-09 10:00:50,73.00 mA
2023-04-09 10:01:00,77.00 mA
2023-04-09 10:01:10,77.00 mA
2023-04-09 10:01:20,74.00 mA
2023-04-09 10:01:30,73.00 mA
2023-04-09 10:01:40,78.00 mA
2023-04-09 10:01:50,77.00 mA
2023-04-09 10:02:00,73.00 mA
2023-04-09 10:02:10,73.00 mA
2023-04-09 10:02:20,73.00 mA
2023-04-09 10:02:30,74.00 mA
2023-04-09 10:02:40,73.00 mA
2023-04-09 10:02:50,73.00 mA
2023-04-09 10:03:00,73.00 mA
2023-04-09 10:03:10,72.00 mA
2023-04-09 10:03:20,73.00 mA
2023-04-09 10:03:30,74.00 mA
2023-04-09 10:03:40,72.00 mA
2023-04-09 10:03:50,73.00 mA
2023-04-09 10:04:00,73.00 mA
2023-04-09 10:04:10,72.00 mA
2023-04-09 10:04:20,73.00 mA
2023-04-09 10:04:30,74.00 mA
2023-04-09 10:04:40,74.00 mA
2023-04-09 10:04:50,74.00 mA
2023-04-09 10:05:00,74.00 mA
2023-04-09 10:05:10,75.00 mA
2023-04-09 10:05:20,75.00 mA
2023-04-09 10:05:30,75.00 mA
2023-04-09 10:05:40,75.00 mA
2023-04-09 10:05:50,74.00 mA
2023-04-09 10:06:00,73.00 mA
2023-04-09 10:06:10,73.00 mA
2023-04-09 10:06:20,74.00 mA
2023-04-09 10:06:30,73.00 mA
2023-04-09 10:06:40,72.00 mA
2023-04-09 10:06:50,73.00 mA
2023-04-09 10:07:00,73.00 mA
2023-04-09 10:07:10,73.00 mA
2023-04-09 10:07:20,73.00 mA
2023-04-09 10:07:30,73.00 mA
2023-04-09 10:07:40,73.00 mA
2023-04-09 10:07:50,74.00 mA
2023-04-09 10:08:00,74.00 mA
2023-04-09 10:08:10,74.00 mA
2023-04-09 10:08:20,74.00 mA
2023-04-09 10:08:30,74.00 mA
2023-04-09 10:08:40,75.00 mA
2023-04-09 10:08:50,73.00 mA
2023-04-09 10:09:00,73.00 mA
2023-04-09 10:09:10,73.00 mA
2023-04-09 10:09:20,74.00 mA
2023-04-09 10:09:30,74.00 mA
2023-04-09 10:09:40,74.00 mA
2023-04-09 10:09:50,74.00 mA
2023-04-09 10:10:00,74.00 mA
2023-04-09 10:10:10,74.00 mA
2023-04-09 10:10:20,74.00 mA
2023-04-09 10:10:30,75.00 mA
2023-04-09 10:10:40,75.00 mA
2023-04-09 10:10:50,76.00 mA
2023-04-09 10:11:00,75.00 mA
2023-04-09 10:11:10,75.00 mA
2023-04-09 10:11:20,76.00 mA
2023-04-09 10:11:30,75.00 mA
2023-04-09 10:11:40,76.00 mA
2023-04-09 10:11:50,76.00 mA
2023-04-09 10:12:00,76.00 mA
2023-04-09 10:12:10,76.00 mA
2023-04-09 10:12:20,77.00 mA
2023-04-09 10:12:30,76.00 mA
2023-04-09 10:12:40,76.00 mA
2023-04-09 10:12:50,76.00 mA
2023-04-09 10:13:00,76.00 mA
2023-04-09 10:13:10,74.00 mA
2023-04-09 10:13:20,73.00 mA
2023-04-09 10:13:30,74.00 mA
2023-04-09 10:13:40,74.00 mA
2023-04-09 10:13:50,73.00 mA
2023-04-09 10:14:00,74.00 mA
2023-04-09 10:14:10,73.00 mA
2023-04-09 10:14:20,73.00 mA
2023-04-09 10:14:30,73.00 mA
2023-04-09 10:14:40,73.00 mA
2023-04-09 10:14:50,73.00 mA
2023-04-09 10:15:00,73.00 mA
2023-04-09 10:15:10,73.00 mA
2023-04-09 10:15:20,73.00 mA
2023-04-09 10:15:30,73.00 mA
2023-04-09 10:15:40,72.00 mA
2023-04-09 10:15:50,73.00 mA
2023-04-09 10:16:00,73.00 mA
2023-04-09 10:16:10,73.00 mA
2023-04-09 10:16:20,73.00 mA
2023-04-09 10:16:30,73.00 mA
2023-04-09 10:16:40,72.00 mA
2023-04-09 10:16:50,72.00 mA
2023-04-09 10:17:00,72.00 mA
2023-04-09 10:17:10,73.00 mA
2023-04-09 10:17:20,73.00 mA
2023-04-09 10:17:30,74.00 mA
2023-04-09 10:17:40,74.00 mA
2023-04-09 10:17:50,74.00 mA
2023-04-09 10:18:00,75.00 mA
2023-04-09 10:18:10,76.00 mA
2023-04-09 10:18:20,75.00 mA
2023-04-09 10:18:30,75.00 mA
2023-04-09 10:18:40,75.00 mA
2023-04-09 10:18:50,75.00 mA
2023-04-09 10:19:00,77.00 mA
2023-04-09 10:19:10,77.00 mA
2023-04-09 10:19:20,75.00 mA
2023-04-09 10:19:30,75.00 mA
2023-04-09 10:19:40,74.00 mA
2023-04-09 10:19:50,73.00 mA
2023-04-09 10:20:00,73.00 mA
2023-04-09 10:20:10,74.00 mA
2023-04-09 10:20:20,74.00 mA
2023-04-09 10:20:30,73.00 mA
2023-04-09 10:20:40,73.00 mA
2023-04-09 10:20:50,72.00 mA
2023-04-09 10:21:00,73.00 mA
2023-04-09 10:21:10,75.00 mA
2023-04-09 10:21:20,74.00 mA
2023-04-09 10:21:30,73.00 mA
2023-04-09 10:21:40,71.00 mA
2023-04-09 10:21:50,74.00 mA
2023-04-09 10:22:00,74.00 mA
2023-04-09 10:22:10,71.00 mA
2023-04-09 10:22:20,70.00 mA
2023-04-09 10:22:30,71.00 mA
2023-04-09 10:22:40,71.00 mA
2023-04-09 10:22:50,70.00 mA
2023-04-09 10:23:00,70.00 mA
2023-04-09 10:23:10,70.00 mA
2023-04-09 10:23:20,71.00 mA
2023-04-09 10:23:30,72.00 mA
2023-04-09 10:23:40,71.00 mA
2023-04-09 10:23:50,71.00 mA
2023-04-09 10:24:00,72.00 mA
2023-04-09 10:24:10,72.00 mA
2023-04-09 10:24:20,73.00 mA
2023-04-09 10:24:30,71.00 mA
2023-04-09 10:24:40,71.00 mA
2023-04-09 10:24:50,71.00 mA
2023-04-09 10:25:00,71.00 mA
2023-04-09 10:25:10,71.00 mA
2023-04-09 10:25:20,71.00 mA
2023-04-09 10:25:30,71.00 mA
2023-04-09 10:25:40,71.00 mA
2023-04-09 10:25:50,72.00 mA
2023-04-09 10:26:00,72.00 mA
2023-04-09 10:26:10,71.00 mA
2023-04-09 10:26:20,71.00 mA
2023-04-09 10:26:30,70.00 mA
2023-04-09 10:26:40,71.00 mA
2023-04-09 10:26:50,70.00 mA
2023-04-09 10:27:00,70.00 mA
2023-04-09 10:27:10,70.00 mA
2023-04-09 10:27:20,70.00 mA
2023-04-09 10:27:30,70.00 mA
2023-04-09 10:27:40,71.00 mA
2023-04-09 10:27:50,71.00 mA
2023-04-09 10:28:00,71.00 mA
2023-04-09 10:28:10,71.00 mA
2023-04-09 10:28:20,72.00 mA
2023-04-09 10:28:30,72.00 mA
2023-04-09 10:28:40,71.00 mA
2023-04-09 10:28:50,72.00 mA
2023-04-09 10:29:00,72.00 mA
2023-04-09 10:29:10,74.00 mA
2023-04-09 10:29:20,74.00 mA
2023-04-09 10:29:30,71.00 mA
2023-04-09 10:29:40,72.00 mA
2023-04-09 10:29:50,71.00 mA
2023-04-09 10:30:00,74.00 mA
2023-04-09 10:30:10,67.00 mA
2023-04-09 10:30:20,67.00 mA
2023-04-09 10:30:30,71.00 mA
2023-04-09 10:30:40,68.00 mA
2023-04-09 10:30:50,66.00 mA
2023-04-09 10:31:00,66.00 mA
2023-04-09 10:31:10,64.00 mA
2023-04-09 10:31:20,62.00 mA
2023-04-09 10:31:30,62.00 mA
2023-04-09 10:31:40,61.00 mA
2023-04-09 10:31:50,63.00 mA
2023-04-09 10:32:00,59.00 mA
2023-04-09 10:32:10,58.00 mA
2023-04-09 10:32:20,59.00 mA
2023-04-09 10:32:30,56.00 mA
2023-04-09 10:32:40,57.00 mA
2023-04-09 10:32:50,57.00 mA
2023-04-09 10:33:00,55.00 mA
2023-04-09 10:33:10,56.00 mA
2023-04-09 10:33:20,55.00 mA
2023-04-09 10:33:30,53.00 mA
2023-04-09 10:33:40,54.00 mA
2023-04-09 10:33:50,55.00 mA
2023-04-09 10:34:00,54.00 mA
2023-04-09 10:34:10,56.00 mA
2023-04-09 10:34:20,55.00 mA
2023-04-09 10:34:30,53.00 mA
2023-04-09 10:34:40,50.00 mA
2023-04-09 10:34:50,50.00 mA
2023-04-09 10:35:00,50.00 mA
2023-04-09 10:35:10,50.00 mA
2023-04-09 10:35:20,51.00 mA
2023-04-09 10:35:30,50.00 mA
2023-04-09 10:35:40,50.00 mA
2023-04-09 10:35:50,50.00 mA
2023-04-09 10:36:00,53.00 mA
2023-04-09 10:36:10,50.00 mA
2023-04-09 10:36:20,49.00 mA
2023-04-09 10:36:30,50.00 mA
2023-04-09 10:36:40,51.00 mA
2023-04-09 10:36:50,51.00 mA
2023-04-09 10:37:00,51.00 mA
2023-04-09 10:37:10,51.00 mA
2023-04-09 10:37:20,50.00 mA
2023-04-09 10:37:30,50.00 mA
2023-04-09 10:37:40,50.00 mA
2023-04-09 10:37:50,51.00 mA
2023-04-09 10:38:00,54.00 mA
2023-04-09 10:38:10,51.00 mA
2023-04-09 10:38:20,50.00 mA
2023-04-09 10:38:30,51.00 mA
2023-04-09 10:38:40,52.00 mA
2023-04-09 10:38:50,52.00 mA
2023-04-09 10:39:00,52.00 mA
2023-04-09 10:39:10,52.00 mA
2023-04-09 10:39:20,52.00 mA
2023-04-09 10:39:30,51.00 mA
2023-04-09 10:39:40,52.00 mA
2023-04-09 10:39:50,52.00 mA
2023-04-09 10:40:00,58.00 mA
2023-04-09 10:40:10,54.00 mA
2023-04-09 10:40:20,55.00 mA
2023-04-09 10:40:30,55.00 mA
2023-04-09 10:40:40,53.00 mA
2023-04-09 10:40:50,55.00 mA
2023-04-09 10:41:00,55.00 mA
2023-04-09 10:41:10,58.00 mA
2023-04-09 10:41:20,56.00 mA
2023-04-09 10:41:30,56.00 mA
2023-04-09 10:41:40,55.00 mA
2023-04-09 10:41:50,59.00 mA
2023-04-09 10:42:00,55.00 mA
2023-04-09 10:42:10,54.00 mA
2023-04-09 10:42:20,54.00 mA
2023-04-09 10:42:30,54.00 mA
2023-04-09 10:42:40,54.00 mA
2023-04-09 10:42:50,54.00 mA
2023-04-09 10:43:00,54.00 mA
2023-04-09 10:43:10,55.00 mA
2023-04-09 10:43:20,53.00 mA
2023-04-09 10:43:30,54.00 mA
2023-04-09 10:43:40,58.00 mA
2023-04-09 10:43:50,57.00 mA
2023-04-09 10:44:00,56.00 mA
2023-04-09 10:44:10,55.00 mA
2023-04-09 10:44:20,55.00 mA
2023-04-09 10:44:30,55.00 mA
2023-04-09 10:44:40,55.00 mA
2023-04-09 10:44:50,56.00 mA
2023-04-09 10:45:00,56.00 mA
2023-04-09 10:45:10,56.00 mA
2023-04-09 10:45:20,56.00 mA
2023-04-09 10:45:30,57.00 mA
2023-04-09 10:45:40,58.00 mA
2023-04-09 10:45:50,58.00 mA
2023-04-09 10:46:00,58.00 mA
2023-04-09 10:46:10,58.00 mA
2023-04-09 10:46:20,57.00 mA
2023-04-09 10:46:30,58.00 mA
2023-04-09 10:46:40,57.00 mA
2023-04-09 10:46:50,59.00 mA
2023-04-09 10:47:00,59.00 mA
2023-04-09 10:47:10,57.00 mA
2023-04-09 10:47:20,58.00 mA
2023-04-09 10:47:30,59.00 mA
2023-04-09 10:47:40,59.00 mA
2023-04-09 10:47:50,59.00 mA
2023-04-09 10:48:00,58.00 mA
2023-04-09 10:48:10,57.00 mA
2023-04-09 10:48:20,56.00 mA
2023-04-09 10:48:30,58.00 mA
2023-04-09 10:48:40,57.00 mA
2023-04-09 10:48:50,56.00 mA
2023-04-09 10:49:00,59.00 mA
2023-04-09 10:49:10,56.00 mA
2023-04-09 10:49:20,56.00 mA
2023-04-09 10:49:30,56.00 mA
2023-04-09 10:49:40,56.00 mA
2023-04-09 10:49:50,56.00 mA
2023-04-09 10:50:00,55.00 mA
2023-04-09 10:50:10,54.00 mA
2023-04-09 10:50:20,53.00 mA
2023-04-09 10:50:30,53.00 mA
2023-04-09 10:50:40,55.00 mA
2023-04-09 10:50:50,53.00 mA
2023-04-09 10:51:00,53.00 mA
2023-04-09 10:51:10,52.00 mA
2023-04-09 10:51:20,49.00 mA
2023-04-09 10:51:30,49.00 mA
2023-04-09 10:51:40,49.00 mA
2023-04-09 10:51:50,48.00 mA
2023-04-09 10:52:00,49.00 mA
2023-04-09 10:52:10,48.00 mA
2023-04-09 10:52:20,46.00 mA
2023-04-09 10:52:30,46.00 mA
2023-04-09 10:52:40,46.00 mA
2023-04-09 10:52:50,47.00 mA
2023-04-09 10:53:00,46.00 mA
2023-04-09 10:53:10,46.00 mA
2023-04-09 10:53:20,44.00 mA
2023-04-09 10:53:30,44.00 mA
2023-04-09 10:53:40,44.00 mA
2023-04-09 10:53:50,45.00 mA
2023-04-09 10:54:00,45.00 mA
2023-04-09 10:54:10,44.00 mA
2023-04-09 10:54:20,46.00 mA
2023-04-09 10:54:30,44.00 mA
2023-04-09 10:54:36,44.00 mA

